Subject,Start Date,All Day Event,Start Time,End Time,Location,Description
Marisa Tomei Will Reportedly Play Aunt May in the New Spider-Man,7/8/2015,FALSE,11:04 AM,,,Variety
South Park Is Sticking Around for Awhile,7/8/2015,FALSE,7:12 AM,,,Variety
Elodie Yung Joins Daredevil,7/7/2015,FALSE,3:10 PM,,,Variety
Young Han Solo Is Getting His Own Star Wars Standalone Film,7/7/2015,FALSE,3:05 PM,,,Variety
Harry Shearer Is Returning to The Simpsons After All,7/7/2015,FALSE,12:05 PM,,,ScreenRant
Bryan Singer Talks X-Men: Apocalypse,7/7/2015,FALSE,5:04 AM,,,Collider.com
Hannibal Still Searching for a New Home,7/7/2015,FALSE,5:03 AM,,,Variety
Disney Planning Live-Action Prince Charming Movie,7/7/2015,FALSE,5:01 AM,,,Variety
Amanda Peterson: 1971-2015,7/7/2015,FALSE,4:59 AM,,,Variety
Jerry Weintraub: 1937-2015,7/6/2015,FALSE,12:45 PM,,,Deadline Hollywood Daily
Michael K. Williams Joins Ghostbusters and Assassin’s Creed,7/6/2015,FALSE,12:44 PM,,,Variety
Jeffrey Dean Morgan Joins The Good Wife,7/6/2015,FALSE,12:42 PM,,,Deadline Hollywood Daily
National Lampoon Documentary Gains Distribution,7/6/2015,FALSE,12:41 PM,,,Variety
Marisa Tomei Joins Empire,7/2/2015,FALSE,1:53 PM,,,Deadline Hollywood Daily
Sonia Manzano Retiring from Sesame Street,7/2/2015,FALSE,4:57 AM,,,Variety
"Paul Thomas Anderson to Write Robert Downey, Jr.’s Pinocchio",7/1/2015,FALSE,12:22 PM,,,Variety
Fox Developing Fatal Attraction “Event Series”,7/1/2015,FALSE,12:20 PM,,,Variety
Michael Keaton and J.K. Simmons Exit Kong: Skull Island,7/1/2015,FALSE,6:54 AM,,,Deadline Hollywood Daily
The Monopoly Movie Is Still Happening,7/1/2015,FALSE,6:53 AM,,,Variety
NBC’s American Odyssey Is Over,7/1/2015,FALSE,4:26 AM,,,Variety
"Garry Marshall Wants Julia Roberts, Jennifer Aniston, Kate Hudson, and Jason Sudeikis for Mother’s Day",7/1/2015,FALSE,4:25 AM,,,Variety
Justin Lin Reveals Star Trek 3 Title,6/29/2015,FALSE,5:40 PM,,,Collider.com
Guillermo del Toro Exits Justice League Dark,6/29/2015,FALSE,1:00 PM,,,The Playlist
Guardians of the Galaxy Sequel Has an Official Title,6/29/2015,FALSE,1:00 PM,,,Variety
Amy Schumer Might Be Willing to Be The Bachelorette,6/29/2015,FALSE,11:57 AM,,,Variety
Lee Daniels Signs Deal with 20th Century Fox TV,6/29/2015,FALSE,11:55 AM,,,Deadline Hollywood Daily
Doctor Strange Will Boast “Mind-Bending Weirdness”,6/29/2015,FALSE,4:06 AM,,,Birth.Movies.Death.
Producer David Ellison Talks Top Gun Sequel,6/26/2015,FALSE,7:08 PM,,,Collider.com
Kyle MacLachlan Promises “Amazing” Twin Peaks Revival,6/25/2015,FALSE,10:35 AM,,,Deadline Hollywood Daily
Transparent Earns Season 3 Renewal,6/25/2015,FALSE,10:34 AM,,,ScreenRant
Joseph Fiennes Joins The Last Race,6/25/2015,FALSE,10:33 AM,,,Variety
Seth Gordon Leaves Uncharted,6/24/2015,FALSE,7:54 PM,,,ScreenRant
Emma Watson Steps Into The Circle,6/24/2015,FALSE,7:52 PM,,,Variety
Ezra Miller in Talks for Fantastic Beasts and Where to Find Them,6/24/2015,FALSE,7:51 PM,,,Variety
Hannibal Could Rise Again,6/24/2015,FALSE,7:50 PM,,,Variety
Mr. Robot Earns Second-Season Renewal,6/24/2015,FALSE,7:49 PM,,,Variety
Sarah Silverman Returning to Masters of Sex,6/24/2015,FALSE,2:14 PM,,,Variety
Rooney Mara in Talks for David Fincher’s Utopia,6/24/2015,FALSE,2:13 PM,,,ScreenRant
Tom Holland Is the New Spider-Man,6/23/2015,FALSE,9:29 AM,,,Variety
Dwayne Johnson Wants to Rampage,6/23/2015,FALSE,9:26 AM,,,Deadline Hollywood Daily
Alicia Vikander Confirmed for Bourne Sequel,6/23/2015,FALSE,9:24 AM,,,Deadline Hollywood Daily
Dick Van Patten: 1928-2015,6/23/2015,FALSE,9:22 AM,,,People Magazine
James Horner: 1953-2015,6/22/2015,FALSE,6:55 PM,,,Variety
Independence Day 2 Has a Title,6/22/2015,FALSE,6:53 PM,,,Hollywood Reporter
Paranormal Activity: The Ghost Dimension Will Reportedly Conclude the Franchise,6/22/2015,FALSE,6:52 PM,,,ScreenRant
"New on DVD & Blu-Ray: Survivor, Timbuktu",6/22/2015,FALSE,4:27 PM,,,Rotten Tomatoes
NBC Cancels Hannibal,6/22/2015,FALSE,2:37 PM,,,Variety
Julia Stiles Will Be Back for the Next Bourne,6/19/2015,FALSE,12:50 PM,,,Variety
Jesse Eisenberg Talks Batman v Superman: Dawn of Justice,6/19/2015,FALSE,12:49 PM,,,Collider.com
Vin Diesel’s Kojak Gets a Screenwriter,6/19/2015,FALSE,12:45 PM,,,Variety
30 Things to Know About The Martian,6/18/2015,FALSE,4:23 AM,,,Collider.com
Gillian Anderson Promises “Intense” New Season of X-Files,6/18/2015,FALSE,4:22 AM,,,ScreenRant
Rob Zombie Directing Groucho Marx Biopic,6/18/2015,FALSE,4:21 AM,,,Deadline Hollywood Daily
Vin Diesel Says The Last Witch Hunter Already Has a Sequel in Development,6/17/2015,FALSE,11:44 AM,,,Variety
Jennifer Lawrence and Chris Pratt Are Passengers,6/17/2015,FALSE,4:51 AM,,,Deadline Hollywood Daily
Eli Roth in Talks for Giant Shark Thriller Meg,6/17/2015,FALSE,4:50 AM,,,Variety
Woody Harrelson IS Lyndon Baines Johnson,6/16/2015,FALSE,11:30 AM,,,Variety
Neil Gaiman’s American Gods Lands at Starz,6/16/2015,FALSE,10:15 AM,,,Variety
Emerald City Casts Adria Arjona as Dorothy,6/16/2015,FALSE,3:40 AM,,,Variety
The Maleficent Sequel Has a Screenwriter,6/15/2015,FALSE,2:42 PM,,,Variety
Pitch Perfect 3 Set for Summer 2017,6/15/2015,FALSE,1:17 PM,,,Deadline Hollywood Daily
Jack Huston Leaves The Crow,6/15/2015,FALSE,1:14 PM,,,Variety
Halloween Returns in Development at Dimension,6/15/2015,FALSE,10:58 AM,,,Variety
Forest Whitaker in Talks for Star Wars: Rogue One,6/15/2015,FALSE,10:57 AM,,,Variety
Rupert Wyatt Takes Gambit,6/15/2015,FALSE,10:56 AM,,,Deadline Hollywood Daily
Katherine Waterston Joins Fantastic Beasts and Where to Find Them,6/15/2015,FALSE,10:55 AM,,,Variety
Bates Motel Earns Super Renewal,6/15/2015,FALSE,10:54 AM,,,Deadline Hollywood Daily
Winona Ryder to Star in Netflix Series,6/15/2015,FALSE,10:53 AM,,,Variety
"Mandy Patinkin, Demi Lovato, and Rainn Wilson Get Smurfy",6/15/2015,FALSE,10:52 AM,,,Variety
We’re Getting The Hateful Eight for Christmas,6/12/2015,FALSE,9:45 AM,,,Variety
Chiwetel Ejiofor’s Doctor Strange Character Revealed,6/11/2015,FALSE,1:13 PM,,,Deadline Hollywood Daily
Matthew Vaughn Is Working on the Kingsman Sequel Script,6/11/2015,FALSE,1:09 PM,,,ScreenRant
Equalizer 2 Has a Release Date,6/11/2015,FALSE,1:06 PM,,,Collider.com
Elizabeth Banks in Talks to Direct Red Queen,6/11/2015,FALSE,12:59 PM,,,Variety
Nickelodeon Launches Roku App,6/11/2015,FALSE,12:55 PM,,,Variety
Robert Chartoff: 1933-2015,6/11/2015,FALSE,3:22 AM,,,Variety
Chris Hemsworth Joins Paul Feig’s Ghostbusters,6/10/2015,FALSE,6:32 PM,,,Variety
Showtime Wants More Episodes,6/10/2015,FALSE,12:40 PM,,,Variety
Pitch Perfect 3 in Development,6/10/2015,FALSE,10:55 AM,,,Variety
Amazon to Release Terry Gilliam’s Don Quixote,6/10/2015,FALSE,10:53 AM,,,ScreenRant
Reese Witherspoon Strikes Opening Belle,6/10/2015,FALSE,10:51 AM,,,Variety
Raven-Symoné Joins The View,6/10/2015,FALSE,10:50 AM,,,Variety
Joe Carnahan in Talks for Bad Boys 3,6/9/2015,FALSE,6:28 PM,,,Variety
Marco J. Ramirez Writing New Akira Script,6/9/2015,FALSE,2:01 PM,,,Collider.com
Jon Bernthal Joins Daredevil,6/9/2015,FALSE,2:00 PM,,,Variety
Bob’s Burgers Writers on Board for Jump Street Spinoff,6/9/2015,FALSE,1:59 PM,,,ScreenRant
DeGrassi Is Back in Session at Netflix,6/9/2015,FALSE,1:56 PM,,,Variety
J.C. Chandor Attending Liar’s Ball,6/9/2015,FALSE,1:53 PM,,,Variety
"William Shatner, Henry Winkler, and George Foreman Team Up for Reality TV Show",6/9/2015,FALSE,1:51 PM,,,Variety
Showtime Could Help Make The Stand,6/8/2015,FALSE,11:19 AM,,,Collider.com
Netflix Steers Brad Pitt’s War Machine,6/8/2015,FALSE,11:17 AM,,,Deadline Hollywood Daily
Joseph Gordon-Levitt Talks Sandman,6/8/2015,FALSE,11:15 AM,,,Deadline Hollywood Daily
Uwe Boll Is Unhappy,6/8/2015,FALSE,11:12 AM,,,Variety
Ben 10 Is Coming Back,6/8/2015,FALSE,11:10 AM,,,Variety
Emily Blunt Could Be The Girl on the Train,6/4/2015,FALSE,12:37 PM,,,Variety
Degrassi: The Next Generation Is Ending After 14 Seasons,6/4/2015,FALSE,10:21 AM,,,Variety
James Wan Confirmed for Aquaman and Robotech,6/3/2015,FALSE,11:01 PM,,,TwitchFilm
Michael Bay to Direct Time Salvager,6/3/2015,FALSE,10:59 PM,,,TheWrap
Joel McHale Joins X-Files,6/3/2015,FALSE,10:58 PM,,,Variety
Sister Act Is Being Remade,6/3/2015,FALSE,10:56 PM,,,Variety
Samuel L. Jackson Interested in More Marvel Movies,6/3/2015,FALSE,9:56 AM,,,Collider.com
Disney Planning Live-Action Film Inspired by Fantasia Sequence,6/3/2015,FALSE,8:01 AM,,,Variety
Showtime Reportedly Ready to Launch Streaming Service,6/3/2015,FALSE,8:00 AM,,,Variety
Netflix Expands Animated Original Kids’ Content,6/3/2015,FALSE,6:55 AM,,,Variety
Clint Eastwood Directing Captain Sully Sullenberger Biopic,6/2/2015,FALSE,4:47 PM,,,Variety
Arrested Development to Return in 2016,6/2/2015,FALSE,4:45 PM,,,Deadline Hollywood Daily
Nikolaj Arcel Wanted for The Dark Tower,6/2/2015,FALSE,11:29 AM,,,Deadline Hollywood Daily
Eddie Redmayne Confirmed for Fantastic Beasts and Where to Find Them,6/2/2015,FALSE,6:58 AM,,,Deadline Hollywood Daily
Bad Moms Loses Leslie Mann and Judd Apatow,6/2/2015,FALSE,6:57 AM,,,Deadline Hollywood Daily
Sofia Coppola Exits The Little Mermaid,6/1/2015,FALSE,4:07 PM,,,Variety
Fox Mulling 24 Spinoff,6/1/2015,FALSE,4:05 PM,,,TV Line
Dwayne Johnson Eyes Big Trouble in Little China Remake,6/1/2015,FALSE,4:02 PM,,,Variety
Colin Trevorrow Won’t Direct the Jurassic World Sequel,6/1/2015,FALSE,10:44 AM,,,Collider.com
Paul Feig Explains Why He Wanted a Female Ghostbusters,6/1/2015,FALSE,10:42 AM,,,ScreenRant
Eric Close Departs Nashville,6/1/2015,FALSE,10:41 AM,,,TV Line
Penny Johnson Jerald Leaves Castle,6/1/2015,FALSE,10:40 AM,,,Deadline Hollywood Daily
Betsy Palmer: 1926-2015,6/1/2015,FALSE,10:39 AM,,,Variety
Disney Cancels Plans for Tron 3,5/29/2015,FALSE,8:20 PM,,,Variety
Kung Fury Released Online,5/29/2015,FALSE,1:00 PM,,,Collider.com
William Fichtner Joins Independence Day Sequel,5/29/2015,FALSE,12:59 PM,,,Deadline Hollywood Daily
Will Gluck to Direct Disney Lottery Comedy,5/29/2015,FALSE,12:57 PM,,,Variety
Bob Saget and Lori Laughlin Complete Fuller House Reunion Cast,5/29/2015,FALSE,12:55 PM,,,Variety
Jaws Resurfaces for 40th Anniversary Screenings,5/28/2015,FALSE,1:58 PM,,,Variety
Trevor Noah’s Daily Show Debut Scheduled,5/28/2015,FALSE,11:07 AM,,,Deadline Hollywood Daily
Paramount Plans Live-Action Beyblade Feature,5/28/2015,FALSE,11:06 AM,,,Deadline Hollywood Daily
Joe Wright Considers Boarding Anne Hathaway’s Lifeboat,5/28/2015,FALSE,11:04 AM,,,Variety
Fox Developing Urban Cowboy TV Series,5/28/2015,FALSE,11:02 AM,,,Variety
Rick Baker Talks Items for Sale in Upcoming Auction,5/28/2015,FALSE,9:08 AM,,,Nerdist
Chris Pine in Talks for Wonder Woman,5/27/2015,FALSE,1:25 PM,,,Variety
Ant-Man Writers Enter Transformers Universe,5/27/2015,FALSE,1:24 PM,,,Deadline Hollywood Daily
Tilda Swinton in Talks for Doctor Strange,5/27/2015,FALSE,12:58 PM,,,Variety
Fox Reconvenes League of Extraordinary Gentlemen,5/27/2015,FALSE,4:27 AM,,,Variety
Grace and Frankie Earns Second-Season Pickup,5/27/2015,FALSE,4:26 AM,,,Variety
Robert Rodriguez to Direct Jonny Quest,5/26/2015,FALSE,1:56 PM,,,Deadline Hollywood Daily
Vincent D’Onofrio Joining CHiPs,5/26/2015,FALSE,1:55 PM,,,Hollywood Reporter
Channing Tatum Talks Gambit,5/26/2015,FALSE,4:29 AM,,,Empire Magazine
Cary Fukunaga Exits It,5/25/2015,FALSE,12:18 PM,,,TheWrap
Netflix Schedules Bill Murray Christmas Special,5/22/2015,FALSE,10:55 AM,,,Variety
Lionsgate Already Planning Now You See Me 3,5/22/2015,FALSE,10:48 AM,,,Variety
World War Z 2 Begins in 2017,5/21/2015,FALSE,7:14 PM,,,Variety
My Big Fat Greek Wedding 2 Sets a Date,5/21/2015,FALSE,7:13 PM,,,Variety
Reese Witherspoon to Star in Tink,5/21/2015,FALSE,4:03 PM,,,Variety
Tate Taylor to Direct Girl on the Train,5/21/2015,FALSE,4:01 PM,,,Variety
Greg Grunberg Returns for Heroes Reborn,5/21/2015,FALSE,4:00 PM,,,Collider.com
The Transformers Universe Has Some New Writers,5/20/2015,FALSE,7:10 PM,,,Variety
Peter Sarsgaard Joins Magnificent Seven Remake,5/20/2015,FALSE,7:08 PM,,,Variety
David Letterman Exits on a Ratings High,5/20/2015,FALSE,12:36 PM,,,Variety
Simon Pegg Talks Star Trek 3 Script Rewrite,5/20/2015,FALSE,12:35 PM,,,ScreenRant
John Lasseter Offers Pixar Previews,5/20/2015,FALSE,12:33 PM,,,Collider.com
Seinfeld Sets Hulu Debut,5/20/2015,FALSE,12:32 PM,,,Variety
Anne Hathaway’s Colossal Could Get Stomped by Godzilla,5/20/2015,FALSE,12:30 PM,,,TwitchFilm
Ben Affleck’s The Accountant Set for January 29,5/19/2015,FALSE,7:04 PM,,,Variety
America’s Funniest Home Videos Has a New Host,5/19/2015,FALSE,6:40 PM,,,Variety
Ed Zwick in Talks for Jack Reacher Sequel,5/19/2015,FALSE,12:55 PM,,,Variety
The Strain Set for Summer Return,5/19/2015,FALSE,12:53 PM,,,Variety
The Strain Set for Summer Return,5/19/2015,FALSE,12:53 PM,,,Variety
The Mad Max: Fury Road Sequel Already Has a Title,5/18/2015,FALSE,6:09 PM,,,Variety
David Lynch Is Back on Board the Twin Peaks Revival,5/15/2015,FALSE,8:52 PM,,,Variety
Jamie Foxx Will Blink,5/15/2015,FALSE,8:51 PM,,,Variety
The Mindy Project Moves to Hulu,5/15/2015,FALSE,10:06 AM,,,Variety
Kate Beckinsale Returning for Underworld 5,5/15/2015,FALSE,3:31 AM,,,ScreenRant
Prepare for War of the Planet of the Apes,5/14/2015,FALSE,10:34 AM,,,Collider.com
Natalie Portman Attached to Jacqueline Kennedy Biopic,5/14/2015,FALSE,8:24 AM,,,Variety
Harry Shearer Leaving The Simpsons,5/14/2015,FALSE,3:35 AM,,,Variety
The Blob Absorbs Samuel L. Jackson,5/13/2015,FALSE,7:28 PM,,,Empire Magazine
The Craft Is Now Getting a Remake Too,5/13/2015,FALSE,7:26 PM,,,Variety
Josh Boone to Lead The New Mutants,5/13/2015,FALSE,12:41 PM,,,Variety
Diego Luna and Ben Mendelsohn Confirmed for Star Wars: Rogue One,5/13/2015,FALSE,11:27 AM,,,Variety
Bradley Cooper to Recur on Limitless,5/13/2015,FALSE,11:25 AM,,,Deadline Hollywood Daily
Malcolm-Jamal Warner Joins American Crime Story,5/13/2015,FALSE,11:23 AM,,,Variety
Jason Alexander Starring in New Comedy Pilot for Adult Swim,5/13/2015,FALSE,11:21 AM,,,Deadline Hollywood Daily
CSI to Air Two-Hour Series Finale in September,5/13/2015,FALSE,6:56 AM,,,Variety
Marvel Wants Ava DuVernay,5/13/2015,FALSE,3:26 AM,,,ScreenRant
Reese Witherspoon Sees Pale Blue Dot,5/13/2015,FALSE,3:24 AM,,,Variety
Dave Bautista Enters Warrior’s Gate,5/13/2015,FALSE,3:23 AM,,,Variety
Noomi Rapace to Star in Maria Callas Biopic,5/13/2015,FALSE,3:21 AM,,,Variety
Natalie Portman Goes to Planetarium,5/12/2015,FALSE,12:41 PM,,,Variety
Eddie Redmayne in Talks for Fantastic Beasts and Where to Find Them,5/12/2015,FALSE,12:39 PM,,,Variety
The Fugitive Is Running Again at Warner Bros.,5/12/2015,FALSE,12:38 PM,,,Deadline Hollywood Daily
Anne Hathaway Goes Colossal,5/12/2015,FALSE,12:34 PM,,,Collider.com
Stana Katic Confirmed for Castle Return,5/12/2015,FALSE,12:32 PM,,,Variety
Agents of S.H.I.E.L.D. Spinoff Still Possible at ABC,5/12/2015,FALSE,12:31 PM,,,Variety
Luc Besson to Direct Valerian,5/12/2015,FALSE,12:30 PM,,,Deadline Hollywood Daily
American Idol Renewed for 15th and Final Season,5/11/2015,FALSE,5:42 AM,,,Deadline Hollywood Daily
X-Files to Return in January 2016,5/11/2015,FALSE,5:40 AM,,,Deadline Hollywood Daily
Brad Bird Says Incredibles Sequel Is His Next Project,5/11/2015,FALSE,3:57 AM,,,Collider.com
Last Man Standing Earns Season Five Renewal,5/11/2015,FALSE,3:56 AM,,,Deadline Hollywood Daily
NBC Dons Dolly Parton’s Coat of Many Colors,5/11/2015,FALSE,3:53 AM,,,Deadline Hollywood Daily
Elizabeth Wilson: 1921-2015,5/11/2015,FALSE,3:51 AM,,,New York Times
Natalie Portman Attached to Ruth Bader Ginsberg Biopic,5/8/2015,FALSE,2:15 PM,,,Deadline Hollywood Daily
Constantine Canceled,5/8/2015,FALSE,2:07 PM,,,Variety
CBS Series Pickups Include Rush Hour and Limitless,5/8/2015,FALSE,2:07 PM,,,Variety
Star Trek Fans Launch We Want Worf Campaign,5/8/2015,FALSE,12:07 PM,,,The Cinema Source
Bones Will Be Back; CSI Looks Likely,5/8/2015,FALSE,12:06 PM,,,Variety
A Three Stooges Sequel Is Happening,5/8/2015,FALSE,8:27 AM,,,Variety
Angelina Jolie and Brad Pitt’s By the Sea Scheduled,5/8/2015,FALSE,3:15 AM,,,Deadline Hollywood Daily
Kate Hudson Boards Deepwater Horizon,5/8/2015,FALSE,3:13 AM,,,Deadline Hollywood Daily
The Muppets Earn Official Series Pickup,5/8/2015,FALSE,3:12 AM,,,Deadline Hollywood Daily
Resurrection Canceled,5/8/2015,FALSE,3:09 AM,,,Deadline Hollywood Daily
"ABC Renews S.H.I.E.L.D., Agent Carter, Castle, and More",5/8/2015,FALSE,3:07 AM,,,Variety
The CW Stops Hart of Dixie,5/7/2015,FALSE,1:04 PM,,,Variety
Marvel Announces Crowded Cast for Captain America: Civil War,5/7/2015,FALSE,11:01 AM,,,Variety
Avengers: Infinity War Will Be Filmed Completely in IMAX,5/7/2015,FALSE,9:01 AM,,,Variety
Dave Coulier Joins Fuller House,5/7/2015,FALSE,8:59 AM,,,Variety
Beverly Hills Cop 4 No Longer on Paramount’s Release Schedule,5/7/2015,FALSE,3:49 AM,,,TheWrap
The Mindy Project Canceled at Fox,5/7/2015,FALSE,3:48 AM,,,Variety
Barbershop 3 Scheduled for Next February,5/6/2015,FALSE,3:26 PM,,,Variety
iZombie Earns Second-Season Renewal,5/6/2015,FALSE,3:25 PM,,,Variety
CBS Gives Supergirl a Series Order,5/6/2015,FALSE,2:52 PM,,,Variety
Myst Series in Motion at Hulu,5/6/2015,FALSE,2:51 PM,,,ScreenRant
Maya Rudolph’s Variety Show May Return to NBC,5/6/2015,FALSE,2:50 PM,,,Variety
Kevin James Books True Memoirs of an International Assassin,5/6/2015,FALSE,2:48 PM,,,Variety
Reese Witherspoon Finds Second Life,5/5/2015,FALSE,6:57 PM,,,Variety
Martin Freeman Joins Captain America: Civil War,5/5/2015,FALSE,12:49 PM,,,Variety
Joss Whedon Talks Age of Ultron Editing Struggles,5/5/2015,FALSE,12:47 PM,,,Collider.com
Jason Momoa in Talks for The Magnificent Seven,5/5/2015,FALSE,12:46 PM,,,Variety
Louis C.K. Announces I’m a Cop,5/5/2015,FALSE,12:44 PM,,,ScreenRant
Amazon Prime Members to Receive Free Wi-Fi on JetBlue Flights,5/5/2015,FALSE,12:43 PM,,,Variety
Ellen Albertini Dow: 1913-2015,5/5/2015,FALSE,12:40 PM,,,Variety
The Simpsons Earns Two-Season Renewal,5/4/2015,FALSE,3:15 PM,,,Variety
The It Movie Has Found Its Pennywise,5/4/2015,FALSE,1:02 PM,,,ScreenRant
John Wick 2 in the Works,5/4/2015,FALSE,12:55 PM,,,Deadline Hollywood Daily
Star Wars: The Force Awakens Cast Revealed in New Photos,5/4/2015,FALSE,12:53 PM,,,Variety
Sela Ward Joins Independence Day Sequel,5/4/2015,FALSE,12:52 PM,,,Variety
Orlando Jones Departs Sleepy Hollow,5/4/2015,FALSE,12:51 PM,,,Variety
The Editing Battle That Almost Changed Vertigo Completely,5/4/2015,FALSE,12:46 PM,,,SomethingElse! Reviews
Josh Trank Exits Star Wars Anthology Film,5/1/2015,FALSE,5:40 PM,,,Variety
Ouija 2 Is Coming Next Year,4/30/2015,FALSE,11:32 AM,,,Variety
Jurassic World Will Ignore Jurassic Park‘s Sequels,4/30/2015,FALSE,9:03 AM,,,ScreenRant
James Wan in Talks for Robotech,4/30/2015,FALSE,9:02 AM,,,Variety
Kingsman Sequel Moves Forward at Fox,4/30/2015,FALSE,9:01 AM,,,Collider.com
Sony Plans Female-Led 21 Jump Street Spinoff,4/30/2015,FALSE,9:00 AM,,,Variety
Netflix Serves Green Eggs and Ham,4/30/2015,FALSE,8:59 AM,,,Deadline Hollywood Daily
Aquarius‘ Entire First Season to Stream After Premiere Airs,4/30/2015,FALSE,8:55 AM,,,Deadline Hollywood Daily
ABC Cancels Revenge,4/29/2015,FALSE,12:40 PM,,,Variety
Seinfeld to Stream on Hulu,4/29/2015,FALSE,2:57 AM,,,Variety
Dragon Ball Is Returning to TV,4/29/2015,FALSE,2:56 AM,,,Variety
Jeff Daniels Joins Divergent Franchise,4/28/2015,FALSE,1:46 PM,,,Variety
Mark Wahlberg Has a Writer for Six Million Dollar Man,4/28/2015,FALSE,1:45 PM,,,Variety
Maika Monroe Joins Independence Day 2,4/28/2015,FALSE,4:35 AM,,,Variety
Brian Tee Joins Ninja Turtles 2,4/28/2015,FALSE,4:34 AM,,,Variety
"Hailee Steinfeld Says Break My Heart 1,000 Times",4/28/2015,FALSE,4:33 AM,,,Deadline Hollywood Daily
Deadpool Writers Working on New Coke Movie,4/27/2015,FALSE,1:02 PM,,,Deadline Hollywood Daily
Avengers: Infinity War to Film in 2016,4/27/2015,FALSE,1:01 PM,,,Collider.com
Daniel Brühl to Play Marvel’s Baron Zemo,4/27/2015,FALSE,12:59 PM,,,ScreenRant
Vanilla Ice Defends Adam Sandler’s Ridiculous Six,4/27/2015,FALSE,12:56 PM,,,Variety
Kenya Barris Hired to Write Good Times,4/27/2015,FALSE,12:53 PM,,,Deadline Hollywood Daily
Aubrey Plaza Joins Mike and Dave Need Wedding Dates,4/27/2015,FALSE,12:52 PM,,,Variety
YA Bestseller Out of My Mind to Get the Movie Treatment,4/27/2015,FALSE,12:50 PM,,,Variety
Richard Corliss: 1944-2015,4/24/2015,FALSE,10:02 AM,,,TIME Magazine
"Pacific Rim 2, Warcraft, and The Mummy Get Bumped",4/23/2015,FALSE,5:41 PM,,,Variety
Furious 8 Has a Release Date,4/23/2015,FALSE,3:40 PM,,,Variety
Tyler Perry Joins Teenage Mutant Ninja Turtles 2,4/23/2015,FALSE,11:27 AM,,,Variety
Equalizer Sequel in the Works,4/23/2015,FALSE,4:45 AM,,,Variety
Spider-Man Is Getting Animated,4/23/2015,FALSE,4:44 AM,,,Variety
Vince Gilligan Approaches Jack and the Beanstalk,4/23/2015,FALSE,4:41 AM,,,Deadline Hollywood Daily
New Muppets Show Will Reportedly Be a Mockumentary,4/23/2015,FALSE,4:40 AM,,,Collider.com
Niall Leonard Tapped for Fifty Shades Sequel Screenplay,4/22/2015,FALSE,3:21 PM,,,Variety
Lip Sync Battle Will Continue,4/22/2015,FALSE,12:26 PM,,,Variety
Netflix Orders New Series from Aziz Ansari,4/22/2015,FALSE,5:15 AM,,,Variety
Daredevil Earns Second-Season Renewal,4/21/2015,FALSE,6:13 PM,,,Variety
Stanley Tucci Joins Beauty and the Beast,4/21/2015,FALSE,6:12 PM,,,Variety
Scarlett Johansson Talks Ghost in the Shell,4/21/2015,FALSE,1:56 PM,,,Collider.com
Ewan McGregor Joins Beauty and the Beast,4/21/2015,FALSE,1:53 PM,,,Variety
Galaxy Quest TV Show in Development,4/21/2015,FALSE,1:51 PM,,,Variety
Adrianne Palicki Eyed for Agents of S.H.I.E.L.D. Spinoff,4/21/2015,FALSE,5:13 AM,,,Deadline Hollywood Daily
Jon Stewart Sets a Date for His Final Daily Show Episode,4/21/2015,FALSE,5:10 AM,,,Variety
Full House Reunion Series Moving Forward at Netflix,4/21/2015,FALSE,5:10 AM,,,Variety
Inside Amy Schumer Earns Renewal,4/20/2015,FALSE,5:35 PM,,,Variety
Pan Gets Bumped to Fall,4/20/2015,FALSE,3:51 PM,,,Variety
Lego Batman and The Lego Movie 2 Have Release Dates,4/20/2015,FALSE,3:49 PM,,,Variety
Transformers to Launch Shared Movie Universe in 2017,4/20/2015,FALSE,3:48 PM,,,ScreenRant
Mitch Pileggi Back for X-Files Revival,4/20/2015,FALSE,3:47 PM,,,Variety
Star Wars: Rogue One Synopsis and Teaser Revealed,4/20/2015,FALSE,10:31 AM,,,Variety
Batman v Superman: Dawn of Justice Books IMAX Run,4/20/2015,FALSE,10:30 AM,,,Variety
Meryl Streep Funds Lab for Female Screenwriters Over 40,4/20/2015,FALSE,10:28 AM,,,Variety
Furious 7 Speeds Past $1 Billion,4/17/2015,FALSE,2:18 PM,,,Variety
Dominic Cooper Is AMC’s Preacher,4/17/2015,FALSE,11:45 AM,,,Variety
Ryan Gosling in Talks for Blade Runner Sequel,4/16/2015,FALSE,12:47 PM,,,Variety
Inside Out to Premiere at Cannes,4/16/2015,FALSE,10:31 AM,,,Collider.com
Nathan Fillion Signs for More Castle,4/16/2015,FALSE,10:30 AM,,,Deadline Hollywood Daily
CBS Announces I Love Lucy Special for May,4/16/2015,FALSE,10:29 AM,,,Variety
Patty Jenkins Signs on for Wonder Woman,4/15/2015,FALSE,6:18 PM,,,Variety
Jason Sudeikis in Talks for Fletch Reboot,4/15/2015,FALSE,3:32 PM,,,Variety
Netflix Adds Nearly 5 Million New Subscribers,4/15/2015,FALSE,3:31 PM,,,Variety
Matthew Vaughn in Talks for Flash Gordon,4/15/2015,FALSE,10:36 AM,,,Deadline Hollywood Daily
Orange Is the New Black Renewed for Season 4,4/15/2015,FALSE,8:40 AM,,,Variety
Chris Hemsworth Counts Down His Marvel Contract,4/15/2015,FALSE,8:39 AM,,,Collider.com
